Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
VRSN,VeriSign Inc,Common Stock,266.15,$25.26B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
TEAM,Atlassian Corporation,Common Stock,90.6,$24.47B,Information Technology,Software,Application Software,NASDAQ
ZS,Zscaler Inc,Common Stock,148.72,$24.23B,Information Technology,Software,Systems Software,NASDAQ
P,Everpure Inc,Common Stock,74.32,$23.25B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NYSE
FFIV,F5 Inc,Common Stock,408.74,$23.24B,Information Technology,Communications Equipment,Communications Equipment,NASDAQ
IOT,Samsara Inc,Common Stock,36.07,$22.46B,Information Technology,Software,Application Software,NYSE
HPQ,HP Inc,Common Stock,24.81,$22.15B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NYSE
FSLR,First Solar Inc,Common Stock,206.05,$22.06B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
MKSI,MKS Inc,Common Stock,345.44,$21.90B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NASDAQ
CTSH,Cognizant Technology Solutions Corp,Common Stock,43.63,$21.15B,Information Technology,IT Services,IT Consulting & Other Services,NASDAQ
MTSI,MACOM Technology Solutions Holdings Inc,Common Stock,283.03,$20.58B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
ENTG,Entegris Inc,Common Stock,140.17,$20.40B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NASDAQ
SNX,TD SYNNEX Corp,Common Stock,249.3,$19.07B,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,NYSE
AKAM,Akamai Technologies Inc,Common Stock,124.91,$17.90B,Information Technology,IT Services,Internet Services & Infrastructure,NASDAQ
FN,Fabrinet,Common Stock,527.35,$17.71B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,NYSE
LSCC,Lattice Semiconductor Corporation,Common Stock,135.83,$17.20B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
CDW,CDW Corp,Common Stock,129.72,$16.61B,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors,NASDAQ
CRCL,Circle Internet Group Inc,Common Stock,71.08,$16.27B,Information Technology,Software,Application Software,NYSE
RBRK,Rubrik Inc,Common Stock,75.8,$16.09B,Information Technology,Software,Systems Software,NYSE
GEN,Gen Digital Inc,Common Stock,26.11,$16.07B,Information Technology,Software,Systems Software,NASDAQ
AMKR,Amkor Technology Inc,Common Stock,66.73,$15.51B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Materials & Equipment,NASDAQ
SMCI,Super Micro Computer Inc,Common Stock,25.5,$15.41B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",NASDAQ
QNT,Quantinuum Inc,Common Stock,58.58,$14.97B,Information Technology,IT Services,IT Consulting & Other Services,NASDAQ
NTNX,Nutanix Inc,Common Stock,54.19,$14.90B,Information Technology,Software,Application Software,NASDAQ
SITM,SiTime Corp,Common Stock,590.18,$14.65B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors,NASDAQ
