Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry,Exchange
HD,Home Depot Inc. (The),Common Stock,331.6,$332.08B,Consumer Discretionary,Specialty Retail,Home Improvement Retail,NYSE
HMC,Honda Motor Co Ltd,Depository Receipt,28.56,$36.55B,Consumer Discretionary,Automobiles,Automobile Manufacturers,NYSE
HRB,H&R Block Inc,Common Stock,40.42,$5.29B,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services,NYSE
KMX,CarMax Inc,Common Stock,57.61,$7.93B,Consumer Discretionary,Specialty Retail,Automotive Retail,NYSE
LAD,Lithia Motors Inc.,Common Stock,330.79,$7.42B,Consumer Discretionary,Specialty Retail,Automotive Retail,NYSE
LEN,Lennar Corp,Common Stock,81.84,$17.45B,Consumer Discretionary,Household Durables,Homebuilding,NYSE
LKQ,LKQ Corporation,Common Stock,24.92,$6.38B,Consumer Discretionary,Distributors,Distributors,NASDAQ
LOW,Lowe's Cos Inc,Common Stock,203.51,$114.78B,Consumer Discretionary,Specialty Retail,Home Improvement Retail,NYSE
LVS,Las Vegas Sands Corp,Common Stock,45.47,$30.36B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,NYSE
MAR,Marriott International Inc,Common Stock,367.81,$96.76B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",NASDAQ
MCD,McDonald's Corp,Common Stock,263.91,$190.16B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants,NYSE
MGA,Magna International Inc,Common Stock,67.87,$18.26B,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment,NYSE
MHK,Mohawk Industries Inc.,Common Stock,108.28,$6.58B,Consumer Discretionary,Household Durables,Home Furnishings,NYSE
MTN,Vail Resorts Inc.,Common Stock,147.41,$5.21B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Leisure Facilities,NYSE
NKE,NIKE Inc,Common Stock,42.96,$64.49B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear,NYSE
NVR,NVR Inc.,Common Stock,6325.4,$17.40B,Consumer Discretionary,Household Durables,Homebuilding,NYSE
ORLY,O'Reilly Automotive Inc,Common Stock,87.97,$70.05B,Consumer Discretionary,Specialty Retail,Automotive Retail,NASDAQ
BKNG,Booking Holdings Inc,Common Stock,179.4,$139.05B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",NASDAQ
FLUT,Flutter Entertainment PLC,Common Stock,100.95,$18.48B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming,NYSE
PHM,PulteGroup Inc,Common Stock,124.26,$23.46B,Consumer Discretionary,Household Durables,Homebuilding,NYSE
